user_id,movie_id,movie_title,rating,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,timestamp
450,143,"Sound of Music, The (1965)",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,882394364
450,144,Die Hard (1988),2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,882373865
450,145,"Lawnmower Man, The (1992)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,887661438
450,151,Willy Wonka and the Chocolate Factory (1971),2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882376658
450,152,Sleeper (1973),2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,882395052
450,153,"Fish Called Wanda, A (1988)",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882374422
450,154,Monty Python's Life of Brian (1979),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882377590
450,155,Dirty Dancing (1987),1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,882396564
450,157,Platoon (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,882394180
450,158,Weekend at Bernie's (1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882471524
450,161,Top Gun (1986),2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,882396245
450,162,On Golden Pond (1981),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882395913
450,163,"Return of the Pink Panther, The (1974)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882377358
450,164,"Abyss, The (1989)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,882396050
450,166,Manon of the Spring (Manon des sources) (1986),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,887660440
450,167,Private Benjamin (1980),2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882469863
450,168,Monty Python and the Holy Grail (1974),2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882376803
450,169,"Wrong Trousers, The (1993)",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882371732
450,170,Cinema Paradiso (1988),2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,887660440
450,172,"Empire Strikes Back, The (1980)",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,882372103
450,173,"Princess Bride, The (1987)",2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882371526
450,174,Raiders of the Lost Ark (1981),2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882374422
450,176,Aliens (1986),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,882373088
450,177,"Good, The Bad and The Ugly, The (1966)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,887136369
450,178,12 Angry Men (1957),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882394251
450,179,"Clockwork Orange, A (1971)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,882394364
450,180,Apocalypse Now (1979),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,882373020
450,181,Return of the Jedi (1983),1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,882372103
450,182,GoodFellas (1990),2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,882376585
450,183,Alien (1979),1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,882394180
450,185,Psycho (1960),2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,882376365
450,186,"Blues Brothers, The (1980)",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,882396799
450,187,"Godfather: Part II, The (1974)",2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,882373597
450,188,Full Metal Jacket (1987),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,882395778
450,190,Henry V (1989),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,882373385
450,191,Amadeus (1984),2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,887660440
450,192,Raging Bull (1980),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882467868
450,193,"Right Stuff, The (1983)",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882372027
450,194,"Sting, The (1973)",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,882373786
450,195,"Terminator, The (1984)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,882371826
450,196,Dead Poets Society (1989),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882371526
450,197,"Graduate, The (1967)",2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,882374059
450,199,"Bridge on the River Kwai, The (1957)",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,882371732
450,200,"Shining, The (1980)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,882376188
450,202,Groundhog Day (1993),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882397223
450,203,Unforgiven (1992),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,882396799
450,204,Back to the Future (1985),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,882377590
450,205,Patton (1970),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,882373531
450,207,Cyrano de Bergerac (1990),1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,882374497
450,208,Young Frankenstein (1974),2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,882377358
450,210,Indiana Jones and the Last Crusade (1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887835408
450,211,M*A*S*H (1970),2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,882373865
450,213,"Room with a View, A (1986)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,882396351
450,214,Pink Floyd - The Wall (1982),-2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,882371416
450,215,Field of Dreams (1989),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882396051
450,216,When Harry Met Sally... (1989),2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882373657
450,218,Cape Fear (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,882397224
450,220,"Mirror Has Two Faces, The (1996)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882394097
450,221,Breaking the Waves (1996),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882395052
450,222,Star Trek: First Contact (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,882395778
450,223,Sling Blade (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,882371732
450,225,101 Dalmatians (1996),1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,887662002
450,226,Die Hard 2 (1990),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,882474001
450,227,Star Trek VI: The Undiscovered Country (1991),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,882398313
450,228,Star Trek: The Wrath of Khan (1982),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,882373019
450,229,Star Trek III: The Search for Spock (1984),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,882474001
450,230,Star Trek IV: The Voyage Home (1986),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,882371732
450,231,Batman Returns (1992),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,887662002
450,232,Young Guns (1988),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,882398666
450,233,Under Siege (1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882474001
450,234,Jaws (1975),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,882396245
450,235,Mars Attacks! (1996),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,887661217
450,237,Jerry Maguire (1996),2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,887660650
450,238,Raising Arizona (1987),2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882396928
450,239,Sneakers (1992),2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,882373865
450,241,"Last of the Mohicans, The (1992)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,882376658
450,245,"Devil's Own, The (1997)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,892141986
450,252,"Lost World: Jurassic Park, The (1997)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,887834953
450,254,Batman & Robin (1997),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,887662083
450,258,Contact (1997),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,882216108
450,259,George of the Jungle (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,887834953
450,260,Event Horizon (1997),-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,889568753
450,264,Mimic (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,882370581
450,265,"Hunt for Red October, The (1990)",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,882371526
450,269,"Full Monty, The (1997)",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882215617
450,270,Gattaca (1997),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,882216108
450,272,Good Will Hunting (1997),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,886449009
450,273,Heat (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,882377726
450,274,Sabrina (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882469627
450,275,Sense and Sensibility (1995),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,882372178
450,277,Restoration (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882397223
450,278,Bed of Roses (1996),2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,882473476
450,280,Up Close and Personal (1996),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,882397940
450,281,"River Wild, The (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,882399664
450,282,"Time to Kill, A (1996)",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882377653
450,283,Emma (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,887661961
450,284,Tin Cup (1996),1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,887139517
450,286,"English Patient, The (1996)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,882215617
450,287,Marvin's Room (1996),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,887660504
450,288,Scream (1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,884097913
450,290,Fierce Creatures (1997),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882399509
450,292,Rosewood (1997),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882215922
450,294,Liar Liar (1997),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882370316
450,299,Hoodlum (1997),-1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,889568793
450,300,Air Force One (1997),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,882216475
450,301,In & Out (1997),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882216475
450,302,L.A. Confidential (1997),2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,882215617
450,304,Fly Away Home (1996),1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882216108
450,305,"Ice Storm, The (1997)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,885944806
450,307,"Devil's Advocate, The (1997)",2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,882216475
450,310,"Rainmaker, The (1997)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,887660650
450,311,"Wings of the Dove, The (1997)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,885945425
450,312,Midnight in the Garden of Good and Evil (1997),1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,882812205
450,313,Titanic (1997),2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,882811655
450,315,Apt Pupil (1998),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,884098435
450,316,As Good As It Gets (1997),1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,889568753
450,318,Schindler's List (1993),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,882373531
450,322,Murder at 1600 (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,882370316
450,328,Conspiracy Theory (1997),1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,886449488
450,332,Kiss the Girls (1997),1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,882369964
450,336,Playing God (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,882370464
450,340,Boogie Nights (1997),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882216178
450,345,Deconstructing Harry (1997),-1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,884906309
450,347,Wag the Dog (1997),1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,887047775
450,354,"Wedding Singer, The (1998)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,892141784
450,356,"Client, The (1994)",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,887138756
450,357,One Flew Over the Cuckoo's Nest (1975),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882373531
450,366,Dangerous Minds (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882396489
450,367,Clueless (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882376282
450,371,"Bridges of Madison County, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,887661961
450,372,Jeffrey (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882396245
450,373,Judge Dredd (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,887834953
450,378,Miracle on 34th Street (1994),2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882373995
450,380,Star Trek: Generations (1994),2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,882398939
450,381,Muriel's Wedding (1994),-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882374497
450,382,"Adventures of Priscilla, Queen of the Desert, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,882377479
450,383,"Flintstones, The (1994)",-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882468790
450,384,Naked Gun 33 1/3: The Final Insult (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882471524
450,385,True Lies (1994),1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,882396489
450,386,Addams Family Values (1993),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882397049
450,387,"Age of Innocence, The (1993)",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,882376446
450,388,Beverly Hills Cop III (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882471604
450,389,Black Beauty (1994),1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882396051
450,392,"Man Without a Face, The (1993)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,887660762
450,393,Mrs. Doubtfire (1993),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882812349
450,395,Robin Hood: Men in Tights (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882470642
450,396,Serial Mom (1994),-1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,882469941
450,399,"Three Musketeers, The (1993)",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,882468239
